event_url,event_title,event_image,event_description,event_time,event_category,event_location,event_organization
https://www.eventbrite.com/e/business-the-secret-to-success-on-linkedin-with-wayne-breitbarth-live-webinar-registration-62895506152,BUSINESS: The Secret to Success on LinkedIn with Wayne Breitbarth  - Live W...,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F64723730%2F144875589570%2F1%2Foriginal.20190701-210117?w=1000&auto=compress&rect=0%2C0%2C2160%2C1080&s=09811cd47abea91a8c25ff9fac18c063,"Most people have had LinkedIn profiles for years but are wondering when they will finally start to see quantifiable results. In this fun, yet very actionable presentation, Wayne Breitbarth, nationally recognized LinkedIn speaker and bestselling author of The Power Formula for LinkedIn Success, will share the two things that are standing between you and success on LinkedIn. And guess what — your mother probably scolded you for doing both of them! ","Tue, August 20, 2019, 12:00 PM – 1:15 PM CDT, ",Madison Classes,"American Family Insurance - DreamBank , 821 East Washington Avenue , Madison, WI 53703 , ", DreamBank at Spark
https://www.eventbrite.com/e/futurequest-19-company-registration-tickets-63432289686,FutureQuest 19 - Company Registration,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F64149739%2F149635956502%2F1%2Foriginal.20190619-154841?w=1000&auto=compress&rect=211%2C0%2C1738%2C869&s=ca0bdcf4e0c129f3aa8e8cecb4a7e705,"FutureQuest 2019 will expose companies from all 16 career cluster pathways to over 5,000 middle school students from Dane County. The FutureQuest exposition will involve hands-on activities allowing students to explore career and academic opportunities to become Future Ready.About FutureQuest:Tickets are $300 for each 10x10 space and includes lunch for 2 and a 3'x6' table and 2 chairs. Please bring a banner for your business to hang behind your booth. If your exhibit will need electricity, please be sure to purchase an Electricity Ticket as well.To register offline and receive an invoice, e-mail jfassl@dcsc.org. When you purchase a ticket, we will ask you to focus in on a career cluster as we group like companies, although you make promote careers that are not specific to that cluster. Career Clusters- https://careertech.org/career-clustersFutureQuest Website-https://jfassl.wixsite.com/futurequestFutureQuest Contacts:Josh FasslDane County School Consortiumjfassl@dcsc.org   608-316-1357Madison Metropolitan School District608-663-1978","Thu, November 21, 2019, 8:00 AM – 3:00 PM CST, ",Other,"Exhibition Hall at the Alliant Energy Center , 1919 Alliant Energy Center Way , Madison, WI 53713 , ", Dane County School Consortium
https://www.eventbrite.com/e/greenway-station-playdate-series-tickets-60481488761,Greenway Station Playdate Series,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F60566418%2F70007722525%2F1%2Foriginal.20190417-183602?w=1000&auto=compress&rect=0%2C22%2C810%2C405&s=056990e219133154c4d3e8c9dcebab55,"Who is ready for summer to arrive?! Actually, who ISN'T ready for summer? (Radio silence...). We are thrilled to partner with Greenway Station again this summer for an awesomely sun-tastic summer playdate series! These are free events, but we do ask that you register so that we can plan accordingly with crafts and snacks. Here are the dates and themes - hope you can join us!“Bring May Flowers”May 16, 2019 from 9:00am – 10:30amBlooming Flower Yoga with The WellPlanting Station3D Springy Craft with The Well""Pete the Cat Playdate""June 20, 2019 from 9:00am – 10:30am Pete the Cat Storytime with Middleton LibraryCat-themed CraftKiddie Kibble Snack“Summer Days”July 18, 2019 from 9:00am – 10:30am Sassy Cow Creamery Ice Cream Summer Sun Craft“Out of this World Playdate""August 22, 2019 from 9:00am – 10:30am Outer space Story with Engineering for Kids Rocket Launch with Engineering for KidsReach for the Stars Craft""Back to School”September 19, 2019 from 9:00am – 10:30am Book Worm Story TimeSchooly Craft""Princesses + Pirates”- wear a costumeOctober 3, 2019 form 9:00am – 10:30am Storytime with the Middleton LibraryPumpkin Crown Creating Princess + Pirate Visit*All registrants will be added to the Madison Moms Blog & Greenway Station email lists to stay in the know about fun upcoming events and happenings around town. You are able to opt out at any time. ","Thu, August 22, 2019, 9:00 AM – 10:30 AM CDT, ",Madison Parties,"Greenway Station , Middleton, WI 53562 , ", Madison Moms Blog
https://www.eventbrite.com/e/energy-2050-power-lunch-tickets-63396067344,Energy 2050 Power Lunch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F63804838%2F230316441031%2F1%2Foriginal.20190612-182215?w=1000&auto=compress&rect=0%2C182%2C590%2C295&s=196ec53d1d56bf0066cfd63d160b2cb4,"2050 – it�s the year that states and utilities are using to set goals for our energy future. But what will the world really look like when today�s kindergartners are 36 years old and sending their own kids to school?We�ll address that question and so much more at our Energy 2050 Power Lunch, when the Customers First! Coalition hosts one of the world�s leading futurists, Rebecca Ryan.  Ms. Ryan�s opening keynote will take us inside Fortune 1000 companies, med-tech, the U.S. Military, and NATO to see what futures are emerging, the role of utilities in enabling or disabling them, and what those futures teach us about how to prepare for 2050. After the keynote, Ms. Ryan will sit down with industry executives for a can�t-miss panel about carbon reduction, affordable electricity, and their bets for the world in 2050.Updated Agenda11:00 am – 11:45 am – Registration and Networking11:45 am – Lunch Seating and Welcome Remarks from State Representative Adam Neylon (R-Pewaukee) and State Representative Amanda Stuck (D-Appleton), both members of the Assembly Energy and Utilities Committee and the Wisconsin Future Caucus. 12:10 pm – Keynote from Rebecca Ryan - Trained as a futurist and an economist, Rebecca helps clients see what's coming -as a keynote speaker, a Futures Lab facilitator, an author of books, blogs and articles, a client advisor, and the founder of Futurist Camp.1:00 pm – Break1:15 pm – Industry Executives Discussion, moderated by Rebecca Ryan, featuring Jeff Keebler, Chairman, President and Chief Executive Officer of Madison Gas and Electric and John Larsen, Chairman, President, and Chief Executive Officer of Alliant Energy.2:00 pm – Event Concludes","Tue, August 27, 2019, 11:00 AM – 2:00 PM CDT, ",Madison Networking,"The Madison Concourse Hotel and Governor's Club , 1 West Dayton Street , Madison, WI 53703 , ", Customers First! Coalition
https://www.eventbrite.com/e/prairie-lakes-summer-playdates-tickets-62506761406,Prairie Lakes Summer Playdates,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F63027882%2F70007722525%2F1%2Foriginal.20190529-010517?w=1000&auto=compress&rect=0%2C268%2C8074%2C4037&s=fcb8f249d0b8ea8ffc27f2bdffec6c5c,"We are thrilled to partner with Priaire Lakes this summer for a super fun summer playdate series! These are free events, but we do ask that you register so that we can plan accordingly with crafts and snacks. Here are the dates and themes - hope you can join us!Stars & StripesJune 27, 2019 from 3:30-5pmTheme TBAAugust 1, 2019 from 3:30-5pmTheme TBASeptember 12, 2019 from 3:30-5pm*All registrants will be added to the Madison Moms Blog & Prairie Lakes email lists to stay in the know about fun upcoming events and happenings around town. You are able to opt out at any time. ","Thu, September 12, 2019, 3:30 PM – 5:00 PM CDT, ",Madison Parties,"Prairie Lakes , 2824 Prairie Lakes Drive , #201 , Sun Prairie, WI 53590 , ", Madison Moms Blog
https://www.eventbrite.com/e/the-badger-herald-50th-anniversary-celebration-tickets-53167055093,The Badger Herald 50th Anniversary Celebration,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F55260519%2F284003741745%2F1%2Foriginal.20190116-212306?w=1000&auto=compress&rect=7%2C0%2C9098%2C4549&s=abadb7ff041e718d9cdfab8879961731,"For 50 years, cohorts of smart, hilarious, curious and dedicated University of Wisconsin students have put aside their studies (some more than others) to gather in messy offices with the noble goal of producing a kickass student newspaper called The Badger Herald.50 years!Even when the heater didn�t work, the night editor blasted REO Speedwagon (inappropriate in every era), the freshman reporter covering ASM was AWOL, the copy editor smoked menthols, that ad rep lost a $500 check or the van had a flat, the Herald got published.If you were part of that chaotic, courageous and character-building tradition (the Herald taught me about alliteration), you need to be in Madison on Oct. 4-6, 2019, as we gather to celebrate a half-century of independent student journalism.A committee of current staffers and alumni are working out the weekend�s details, many of which will be determined by how many tickets we sell. At minimum, there will be an open house at the current office on Friday night followed by an informal gathering at a nearby tavern. Saturday, get your tickets to see the Badgers take on Kent State. Saturday night will feature a catered dinner, speakers and dancing.It would be very helpful if you could buy a ticket for the price of $100 and add to that a donation that will help keep the Herald humming (and get you a glass and/or t-shirt). That price will go up to $125 on August 1.Please share this link with your old Herald friends! And let us know if you have any questions or suggestions of interesting speakers and events for the weekend.","Sat, October 5, 2019, 7:00 PM – 10:00 PM CDT, ",Madison Parties,"Overture Center for the Arts , 201 State Street , Madison, WI 53703 , ", The Badger Herald
https://www.eventbrite.com/e/podcasting-reach-your-audience-and-build-community-worldwide-tickets-62353539114,Podcasting: Reach Your Audience And Build Community Worldwide,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F65359535%2F4577497746%2F1%2Foriginal.20190714-033426?w=1000&auto=compress&rect=0%2C0%2C9000%2C4500&s=eebcba4d0858f94b92c8a00d6c90fbd3,"Podcasting: Reach Your Audience And Build Community WorldwideYou�ve thought of starting a podcast to reach your audience, but you have no idea where to begin. Or you have a podcast but can't figure out to grow your reach. Join Neil Mathweg as he presents on how to reach your audience and build a community worldwide through a podcast. Neil has built his real estate agent coaching business via podcasting. His nationally ranked podcast, Agent Rise, has reached 200k downloads while developing a community of other real estate agents looking to grow their business and make a bigger impact while eliminating the stress of it all. During the session, Neil will discuss podcasting 101, talk about how to get found using SEO best practices and social strategies and take a deep dive into how to build your community to build a podcast, and ultimately your business.ABOUT OUR SPEAKERNeil Mathweg is a husband, and father first. Neil's constantly challenging the status quo and redefining what it means to be a REALTOR®️. He's known for building his client base, by empowering his audience on a more personal level. He created the I Love Madison Show and I Love Madison Home Team to help people live their best lives in Madison.  Beyond his role as a team leader of the I Love Madison Home Team, Neil is the host of the nationally ranked podcast, Agent Rise, and the founder of the coaching company, Neil Mathweg Coaching. Neil coaches real estate agents amongst other business owners on how to build a business they love and make a bigger impact, while eliminating the stress of it all. TIME:7:30 a.m. registration, networking and caffeine8:00-9:30 a.m. presentation and questionsIf you aren't able to join us in person, Nick Palkowski from Live Action Production, will be LIVE STREAMING this event on our Social Media Breakfast Madison Facebook page. SPONSORS:  LOCATIONGoodman Community Center - BRASSWORKS, 214 Waubesa Street, Madison WIThank you to Goodman Center for your generous donation of the use of your beautiful space.","Wed, August 28, 2019, 7:30 AM – 9:30 AM CDT, ",Madison Networking,"Goodman Community Center BRASSWORKS , 214 Waubesa Street , Madison, WI 53704 , ", Social Media Breakfast Madison
https://www.eventbrite.com/e/11th-annual-black-womens-wellness-day-tickets-62118121975,11th Annual Black Women's Wellness Day,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F65701979%2F4663139068%2F1%2Foriginal.20190717-131050?w=1000&auto=compress&rect=0%2C4%2C1124%2C562&s=1b283b5a764a237a73dcedc5bad91653,"Join the Foundation for Black Women�s Wellness for the 11th Anniversary celebration of our signature annual event, Black Women�s Wellness Day on Saturday, September 21st, 2019 here in Madison, Wisconsin!Black Women's Wellness Day is Wisconsin's largest health & wellness summit by Black women, for Black women, featuring an energetic & inspiring day of learning, networking, and fun in the company of sisters. Take part in a mind-body-spirit experience designed to reignite your energy, spark your joy, and refresh your commitment to living your best life. Conference registration gets you access to:You will also enjoy our bustling Wellness Fair featuring 60+ vendors & exhibitors offering a wealth of life-enhancing products and resources!Past BWWDAY speakers have included such influentials as Queen Afua, Byllye Avery, Loretta Ross, and the dynamic Susan L. Taylor of Essence Magazine fame! 2019 Speaker updates coming soon! GRAB YOUR EARLY BIRD TICKETS THROUGH JULY 31ST!Special $25 ticket rate for Senior Adults (62 & Older) and current Students, (ages 13-21)!*Limited Scholarships available. To inquire, contact bwwday@ffbww.org . For Vendor & Sponsor Opportunities, Contact: bwwday@ffbww.org or call (608) 709-8840.Visit our official event web site often for updates at: www.blackwomenswellnessday.org .JOIN US!","Sat, September 21, 2019, 9:00 AM – 6:30 PM CDT, ",Other,"Alliant Energy Center , 1919 Alliant Energy Center Way , Madison, WI 53713 , ", The Foundation for Black Women's Wellness
https://www.eventbrite.com/e/high-tech-happy-hours-18th-anniversary-celebration-tickets-63070647003,High Tech Happy Hour's 18th Anniversary Celebration,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F63509785%2F168155366227%2F1%2Foriginal.20190606-175658?w=1000&auto=compress&rect=45%2C0%2C788%2C394&s=d5a06cb4c520c69f20d26615671ef18f,"Help kick off the 10th annual Forward Festival and join us for the special 18th Anniversary Celebration of High Tech Happy Hour.  Since 2001, HTHH has been the premier networking event in Madison. Bring your friends and join us for the biggest High Tech Happy Hour of the year while helping us celebrate 18 years of connecting the Madison community. The event is sponsored and hosted by SupraNet Communications and Yahara Software.  Co-Sponsored by BioForward Wisconsin.","Thu, August 22, 2019, 5:00 PM – 8:00 PM CDT, ",Madison Networking,"UW Memorial Union - Tripp Commons , 800 Langdon Street , Madison, WI 53706 , "," SupraNet Communications, Inc. & Yahara Software"
https://www.eventbrite.com/e/epicurean-evening-2019-tickets-61512399242,Epicurean Evening 2019,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F61854826%2F222353230039%2F1%2Foriginal.20190507-181459?w=1000&auto=compress&rect=0%2C0%2C2160%2C1080&s=0437b077f36b0c4cfce684e08f86cb8d,"Presented by National Guardian Life InsuranceJoin us for our 6th annual charity gala featuring a five-course meal from Madison chefs, craft cocktails from local distilleries and brewers, and majestic views of Lake Monona at the iconic Monona Terrace in support of our clean water, air, and natural heritage.Allie Christian of The HeightsSean Pharr of Mint MarkJohn Gadau and Philip Hurley of SardineGiovanni Novella of Bar CoralliniMatt Schieble of FrescoTicket price includes a complimentary cocktail hour with hand-crafted creations by the top mixologists in the city and a unique opportunity to savor a five-course meal from five of Madison's most popular restaurants. Beer, wine, and non-alcoholic beverages will also be available.The evening features a wine pull, silent auction, giving-tree, and exciting live auction as well. For more information including tickets and sponsorships, please contact events@cleanwisconsin.org.","Thu, October 3, 2019, 5:00 PM – 9:00 PM CDT, ",Madison Galas,"Monona Terrace Community and Convention Center , 1 John Nolen Drive , Madison, WI 53703 , ", Clean Wisconsin
https://www.eventbrite.com/e/birds-bikes-brews-2019-tickets-64239406795,"Birds, Bikes, & Brews 2019",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F64424171%2F150676961885%2F1%2Foriginal.jpg?w=1000&auto=compress&rect=0%2C0%2C2160%2C1080&s=89cf048bd8c126b5a80ea94296f03100,"New and improved this year: Birds, Bikes, & Brews REVAMP! This awesome event combines three of our favorite things in one stellar afternoon! Join us to BIKE through Middleton and Pheasant Branch Conservancy, BIRD as you go, and enjoy a cold BEVERAGE after your ride at Capital Brewery.This is a slow-roll bike ride (max speed of 12 miles per hour) that is perfect for nature enthusiasts of all ages. Participants under 21 are welcome and encouraged (we�ll just give you a different drink ticket!). Take your time, see the birds, soak up the views.**Plus, it's all for a great cause: proceeds from registrations go to conservation, education, citizen science, and other programs.**Join us at any time between 12-5 p.m. at Capital Brewery to start your ride. Note that birding stations will only be staffed between 12 and 5:00.We'll give you a map and a birding checklist, and you'll head out on route through Middleton and Pheasant Branch Conservancy to look for as many birds as you can find while on two wheels.This is a slow-roll (max speed of 12 miles per hour) so you can maximize the birds you see, and take it easy on the mixed-use trail in Pheasant Branch Conservancy (there�ll be hikers along the way). Go at your own pace, stop when and where you want to, and enjoy the scenery!Take your pick of distances: the short route (3 miles) goes through the Pheasant Branch creek corridor and back to the brewery, and includes 1 guided birding station. The long route (10 miles) goes through the Pheasant Branch creek corridor and through the full conservancy, looping back into the corridor and back to the brewery.We'll have several birding stations set up along the way, with helpful volunteers. You can stop, take a peek through a spotting scope, and learn something new.When you're done birding and biking, the route brings you right back to Capital Brewery, where we'll have a cold one (beer, wine, cider, or soda), a band, and lots of fun waiting for you!*For a delicious way to support Pheasant Branch Conservancy prior to this event, please enjoy Capital Trailhead Ale - on tap all summer long at Capital Brewery! In addition Capital Brewery will donate $1 for each beer, wine or cider sold during the BB&B ride to the Madison Audubon Society.Registration will open in July 2019. Early-bird registration through Sept. 1 is just $25, or $35 between Sept. 2 and 24, or $45 at Capital Brewery on the day of the event. Your registration fee includes:Event access,A birding checklist and fun,Event pint glass, andOne free cold one at Capital Brewery after you've completed the loop!","Sun, September 29, 2019, 12:00 PM – 5:00 PM CDT, ",Middleton Parties,"Capital Brewery & Pheasant Branch Conservancy , 7734 Terrace Avenue , Middleton, WI 53562 , ", Madison Audubon
https://www.eventbrite.com/e/monday-night-out-dinner-nails-tickets-53738279641,Monday Night Out Dinner & Nails,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F53968846%2F47929204224%2F1%2Foriginal.20181214-163011?w=1000&auto=compress&rect=0%2C0%2C2160%2C1080&s=38024fc392d3d5d8d41e1668e5d8c37e,"Monday Night OutLuigi's and Fancy Nails are teaming up to make Monday nights all about you. Kick back with wine, salad, dinner, and dessert at Luigi's and finish it off with a classic manicure or pedicure at Fancy Nails, all for just $55! Who says you have to wait until the weekend for a night on the town?Because Life Is All About ChoicesForget sharing, we've put together an individually portioned dinner menu so you can order exactly what you want. Before getting your nails done, treat yourself to your choice of a glass of wine, small salad, 6"" pizza, and dessert. Decisions decisions.Fancy Nails Manis and PedisAfter dinner, head next door to Fancy Nails and get your nails did! The classic manicure includes soaking your hands in a soothing citrus cleansing oil, followed by a nail shape, cuticle cleaning, a relaxing massage with tropical lotions, and finished with your choice of polish. The classic pedicure starts with a soothing and relaxing foot bath and consists of nail shaping, cuticle treatment, a soothing mint scrub, and a relaxing massage. Nails will be finished with your choice of polish. Add ons such as paraffin dip, nail art, gel polish, and french manicures can be done with Fancy Nails for an extra charge. Fancy Nails classic manicures and pedicures are valued at up to $32, so you can't go wrong with this huge deal on dinner and nails!The DetailsWe'll be offering our Monday Night Out Dinner & Nails special on several Mondays throughout 2019, on February 4, April 1, June 3, August 5, October 7, and December 2. Dinner seatings are available on the scheduled nights at 5:00pm, 5:30pm, 6:00pm, 6:30pm, 7:00pm, and 7:30pm. Nail appointments begin promptly one hour following your dinner reservation. For example, a 5:00pm dinner reservation is followed by a 6:00pm nail appointment. $55 ticket price includes, dinner, manicure or pedicure, tax, and tip for your server and nail technician. Don't delay, get your tickets to this limited offering today!","Mon, October 7, 2019, 5:00 PM – 9:00 PM CDT, ",Other,"Luigi's Pizza , 515 South Midvale Boulevard , #Suite 1 , Madison, WI 53711 , ", Dylan Freund
https://www.eventbrite.com/e/seasons-of-caring-community-kickoff-registration-63672443994,Seasons of Caring: Community Kickoff,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F64086648%2F273001583999%2F1%2Foriginal.20190618-160547?w=1000&auto=compress&rect=0%2C0%2C4500%2C2250&s=52f24cab580e070856c84c3a746dc196,"Join our #Champions4Change! Community Kickoff marks the start of United Way�s annual campaign to support our community�s Agenda for Change programming. Join us for food, fun, and a short program! Once again this year, complimentary Seasons of Caring t-shirts will be available for all volunteers and attendees! Planning to attend, but can't stay to volunteer? Click the green ""Register"" button. Want to sign up for a family-friendly volunteer project? Click here!New this year! In addition to kid-friendly activities and volunteer projects, Forward Madison will also be hosting soccer activities for our littlest Champions!Diaper Drive at the Duck PondDonate diapers to be used in the Diaper Packs project at Community Kickoff! Please bring any size, but sizes 4 - 6 are especially needed. Access to diapers reduces risk of infectious diseases, improves health outcomes for children and families and are frequently needed at pantries and shelters. These packs will provide diapers for 500 children and their families in Dane County.Event Schedule:Is there a cost to attend? No. This event is free thanks to the generous support of our sponsors!Can I reserve a table for my volunteer team? We will have open seating for all volunteer projects, so a sponsored table is the best way to ensure a table for your team! Contact Stefanie Herrick at stefanie.herrick@uwdc.org to sponsor a table of 10 for $1,000 (nonprofit rate of $500) and learn more about sponsorship benefits.Are there other times I can volunteer? Please note that this year we will host projects exclusively at the Mallards Duck Pond on August 20, 4:00 – 6:30 pm. There will not be additional projects during the week of Community Kickoff. You can look for other volunteer opportunities online at VolunteerYourTime.org. The Middleton Mentoring Picnic is scheduled for Friday, August 23 - click here for more details!What's for dinner? The Madison Mallards are generously donating hamburgers, hot dogs, veggie burgers, chips, and fruit for dinner.","Tue, August 20, 2019, 4:00 PM – 6:30 PM CDT, ",Madison Other,"Madison Mallards Duck Pond , 2920 N Sherman Avenue , Madison, WI 53704 , ", United Way of Dane Count
https://www.eventbrite.com/e/burlesque-brunch-tickets-62783059822,Burlesque Brunch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F67501299%2F302221606327%2F1%2Foriginal.20190804-151134?w=1000&auto=compress&rect=165%2C63%2C496%2C248&s=b98ecb599cbd63682a20bd2cff6343ad,"As the only Burlesque Brunch in Madison, WI, Bumday Productions is pleased to present an unforgettable experience everything third Sunday of the Month at North Street Cabaret. We are an inclusive event promoting love, positivity, and a having a real good time during the daylight!We have showings at 11:00am and 1:00pm. North Street Cabaret provides an incredible menu each month including so many options. From Chicken & Waffles to Eggs Benedict, we have all the Wisconsin favorites to satisfy you Brunch needs! This month features a burger and drink specials for the 1pm only. We feature a wide array of performers from across the Midwest each month!The venue is handicap accessible and a safe space for all humans to enjoy. There is a ramp for entry and our events have no fog or flashing lights. If you have any questions at all, please feel free to reach out to us. Follow our Bumday Productions Page on Facebook for more details and to meet your cast for each month! Come join us for a day of tasty eats, talented entertainers, and a whole lot of love and joy!To select tickets for either showing, click on the date you would like. They will all say 11:00 AM for a start time, but when you go into tickets, you will be able to select The 11:00 AM showing or the 1:00 PM showing! ","Sun, Aug 18, 2019, 11:00 AM , , ",Madison Performances,"North Street Cabaret , 610 North Street , Madison, WI 53704 , ", Bumday Productions
